,Neighborhood,Neighborhood Latitude,Neighborhood Longitude,Venue,Venue Latitude,Venue Longitude,Venue Category
1710,Chinatown,51.0506542,-114.0626107,Leopold's Tavern,51.041393,-114.06602,Pub
1711,Chinatown,51.0506542,-114.0626107,Santorini Greek Taverna,51.0652304077777,-114.06230388241255,Restaurant
1712,Chinatown,51.0506542,-114.0626107,Anejo,51.0377161197073,-114.078656888537,Restaurant
1713,Chinatown,51.0506542,-114.0626107,Van Son Vietnamese Cuisine,51.06719970159754,-114.06800329685211,Vietnamese Restaurant
1714,Chinatown,51.0506542,-114.0626107,Bumpy's Cafe,51.04321192371844,-114.08118788735817,Coffee Shop
1715,Chinatown,51.0506542,-114.0626107,Royale,51.03818,-114.078556,French Restaurant
1716,Chinatown,51.0506542,-114.0626107,Wow Chicken,51.054881171334635,-114.08583312052431,Korean Restaurant
1717,Chinatown,51.0506542,-114.0626107,Cafe Mediterranean,51.04290557225425,-114.06557812943525,Hookah Bar
1718,Chinatown,51.0506542,-114.0626107,Hayden Block,51.05259505049835,-114.08822596699648,BBQ Joint
1719,Chinatown,51.0506542,-114.0626107,Blanco Cantina,51.03771611970733,-114.078656888537,Restaurant
1720,Chinook Park,50.9831231,-114.0893006,Heritage Park Historical Village,50.98260026715583,-114.1014549641312,History Museum
1721,Chinook Park,50.9831231,-114.0893006,COBS Bread,50.9854806112017,-114.08255091315951,Bakery
1722,Chinook Park,50.9831231,-114.0893006,Big Catch,50.984322798872604,-114.07288072141819,Sushi Restaurant
1723,Chinook Park,50.9831231,-114.0893006,The Keg Steakhouse + Bar - Macleod Trail,50.99059247642779,-114.07085266683572,Restaurant
1724,Chinook Park,50.9831231,-114.0893006,Glenmore Reservoir,50.996071252840345,-114.09806967617487,Lake
1725,Chinook Park,50.9831231,-114.0893006,Bolero,50.992366574675366,-114.07089722628092,Brazilian Restaurant
1726,Chinook Park,50.9831231,-114.0893006,Five Guys,50.98807945787979,-114.0742372517268,Burger Joint
1727,Chinook Park,50.9831231,-114.0893006,Kinjo Sushi & Grill,50.990269735405604,-114.07211192496437,Sushi Restaurant
1728,Chinook Park,50.9831231,-114.0893006,Smuggler's Inn,50.99202861339054,-114.07074226894635,Steakhouse
1729,Chinook Park,50.9831231,-114.0893006,Chapters,50.995915599712276,-114.07372654763951,Bookstore
1730,Chinook Park,50.9831231,-114.0893006,HomeSense,50.9807044,-114.0701772,Furniture / Home Store
1731,Chinook Park,50.9831231,-114.0893006,Tango Bistro,50.99217345314099,-114.07091905803837,Tapas Restaurant
1732,Chinook Park,50.9831231,-114.0893006,Original Joe's,50.987694354317924,-114.0722719012086,Restaurant
1733,Chinook Park,50.9831231,-114.0893006,Hudson's Bay,50.997073988867186,-114.07471986004643,Department Store
1734,Chinook Park,50.9831231,-114.0893006,Koreana BBQ,50.987438309356925,-114.07014194696424,Korean Restaurant
1735,Chinook Park,50.9831231,-114.0893006,Banzai Japanese restaurant,50.984973249420236,-114.08241066636123,Japanese Restaurant
1736,Chinook Park,50.9831231,-114.0893006,Good Earth Cafe,50.97334963782083,-114.09890827903689,Café
1737,Chinook Park,50.9831231,-114.0893006,Phil's Restaurant,50.99391174575881,-114.08185652928982,Breakfast Spot
1738,Chinook Park,50.9831231,-114.0893006,Starbucks,50.98862,-114.070885,Coffee Shop
1739,Chinook Park,50.9831231,-114.0893006,1600 World Bier Haus,50.97377363300942,-114.09898735968802,Bar
1740,Chinook Park,50.9831231,-114.0893006,Cheesecake Cafe,50.98573000118743,-114.07079741989092,American Restaurant
1741,Chinook Park,50.9831231,-114.0893006,Heritage Park Amusement Rides,50.984167993714735,-114.108674,Theme Park
1742,Chinook Park,50.9831231,-114.0893006,Scotiabank Theatre Chinook,50.99552336667029,-114.07447218108734,Movie Theater
1743,Chinook Park,50.9831231,-114.0893006,Bed Bath & Beyond,50.99491767162575,-114.06863729670302,Furniture / Home Store
1744,Chinook Park,50.9831231,-114.0893006,Dairy Queen,50.9783587138413,-114.08402226399176,Ice Cream Shop
1745,Chinook Park,50.9831231,-114.0893006,Apple Chinook Centre,50.9978823,-114.0740046,Electronics Store
1746,Chinook Park,50.9831231,-114.0893006,JOEY Chinook,50.996225695102815,-114.07344102060205,New American Restaurant
1747,Chinook Park,50.9831231,-114.0893006,Shoppers Drug Mart,50.985873,-114.08286,Pharmacy
1748,Chinook Park,50.9831231,-114.0893006,My Yoga Calgary (MYC),50.97168274901555,-114.06941861304357,Yoga Studio
1749,Chinook Park,50.9831231,-114.0893006,OPA! Souvlaki,50.99798865241479,-114.07320541938397,Greek Restaurant
1750,Chinook Park,50.9831231,-114.0893006,Yummy Russia,50.986269444524716,-114.07219845601178,Grocery Store
1751,Chinook Park,50.9831231,-114.0893006,7-Eleven,50.9912219,-114.0827294,Convenience Store
1752,Chinook Park,50.9831231,-114.0893006,Railroad Cafe,50.982325224144134,-114.10132011042822,Sandwich Place
1753,Chinook Park,50.9831231,-114.0893006,Tom's House of Pizza,50.985308,-114.071097,Pizza Place
1754,Chinook Park,50.9831231,-114.0893006,Victoria's Secret,50.997403182394784,-114.07364557067203,Lingerie Store
1755,Chinook Park,50.9831231,-114.0893006,Starbucks,50.985426,-114.082288,Coffee Shop
1756,Chinook Park,50.9831231,-114.0893006,Fatburger & Buffalo's Express,50.989864775339896,-114.07060427116392,Burger Joint
1757,Chinook Park,50.9831231,-114.0893006,A&W Canada,50.994624,-114.070657,Burger Joint
1758,Chinook Park,50.9831231,-114.0893006,Tim Hortons,50.9925298,-114.073311,Coffee Shop
1759,Chinook Park,50.9831231,-114.0893006,Starbucks,50.973433,-114.097504,Coffee Shop
1760,Chinook Park,50.9831231,-114.0893006,Glenmore Landing Shopping Centre,50.973313210923614,-114.09824859172073,Shopping Mall
1761,Chinook Park,50.9831231,-114.0893006,SEPHORA,50.99792771592246,-114.07386506876924,Cosmetics Shop
1762,Chinook Park,50.9831231,-114.0893006,Ranchman's Cookhouse & Dancehall,50.97063494571949,-114.07252303675601,Nightclub
1763,Chinook Park,50.9831231,-114.0893006,Cactus Club Cafe,50.99131169313287,-114.07083263201577,New American Restaurant
1764,Chinook Park,50.9831231,-114.0893006,Sho,50.98887249392134,-114.07109028834535,Sushi Restaurant
1765,Chinook Park,50.9831231,-114.0893006,Atlantic Trap & Gill,50.9802050713209,-114.07569023594141,Pub
1766,Chinook Park,50.9831231,-114.0893006,Chinook Bowladrome,50.99607516728545,-114.07374996001279,Bowling Alley
1767,Chinook Park,50.9831231,-114.0893006,Marshalls,50.9888247094433,-114.07289662015528,Department Store
1768,Chinook Park,50.9831231,-114.0893006,Bulk Barn,50.970422217417706,-114.0708376150213,Candy Store
1769,Chinook Park,50.9831231,-114.0893006,DAVIDsTEA,50.99822503025419,-114.07386124134064,Tea Room
1770,Chinook Park,50.9831231,-114.0893006,lululemon athletica,50.997879,-114.07401,Clothing Store
1771,Chinook Park,50.9831231,-114.0893006,Pasquale's,50.99291239631643,-114.070951094406,Italian Restaurant
1772,Chinook Park,50.9831231,-114.0893006,Save-On-Foods,50.9743507,-114.0722694,Grocery Store
1773,Chinook Park,50.9831231,-114.0893006,RBC Royal Bank,50.97563499461,-114.07227169596229,Bank
1774,Chinook Park,50.9831231,-114.0893006,Toscana Italian Grill,50.9785539,-114.06976356,Italian Restaurant
1775,Chinook Park,50.9831231,-114.0893006,Subway,50.9740546,-114.0988123,Sandwich Place
1776,Chinook Park,50.9831231,-114.0893006,Booster Juice,50.97319801,-114.0984248,Smoothie Shop
1777,Chinook Park,50.9831231,-114.0893006,Thai Express,50.997882,-114.074004,Restaurant
1778,Chinook Park,50.9831231,-114.0893006,Starbucks,50.97178355612332,-114.07095198297534,Coffee Shop
1779,Chinook Park,50.9831231,-114.0893006,Limericks Traditional Public House,50.98844020572717,-114.0709984864538,Pub
1780,Chinook Park,50.9831231,-114.0893006,Dairy Queen,50.99650157181214,-114.07416167920024,Ice Cream Shop
1781,Chinook Park,50.9831231,-114.0893006,Carriage House Inn,50.97275988133734,-114.070151748302,Hotel
1782,Chinook Park,50.9831231,-114.0893006,Second Cup,50.997937,-114.073935,Coffee Shop
1783,Chinook Park,50.9831231,-114.0893006,Subway,50.97538701194157,-114.06928418746054,Sandwich Place
1784,Chinook Park,50.9831231,-114.0893006,Peanuts Public House,50.972754526908176,-114.06947171303358,Pub
1785,Chinook Park,50.9831231,-114.0893006,Starbucks,50.997882,-114.074004,Coffee Shop
1786,Chinook Park,50.9831231,-114.0893006,Shell,50.979966,-114.08353909,Gas Station
1787,Chinook Park,50.9831231,-114.0893006,Heart of Saigon,50.99352178710232,-114.07051937982912,Vietnamese Restaurant
1788,Chinook Park,50.9831231,-114.0893006,Zara,50.99641843528233,-114.07404290306356,Clothing Store
1789,Chinook Park,50.9831231,-114.0893006,Chapters,50.96872406670818,-114.07284639242316,Bookstore
1790,Chinook Park,50.9831231,-114.0893006,Tim Hortons,50.97660252709844,-114.07040859415982,Coffee Shop
1791,Chinook Park,50.9831231,-114.0893006,The King's Head Pub,50.97193162291571,-114.07007952799596,Pub
1792,Chinook Park,50.9831231,-114.0893006,Cravings Market Restaurant,50.98889542405871,-114.06408528595615,American Restaurant
1793,Chinook Park,50.9831231,-114.0893006,Leo Fu's Szechwan and Madarin Restaurant,50.990318,-114.073366,Chinese Restaurant
1794,Chinook Park,50.9831231,-114.0893006,Starbucks,50.997882,-114.074,Coffee Shop
1795,Chinook Park,50.9831231,-114.0893006,H&M,50.99647118287966,-114.0741665752357,Clothing Store
1796,Chinook Park,50.9831231,-114.0893006,Open Sesame,50.99234191842781,-114.07093999480433,Asian Restaurant
1797,Chinook Park,50.9831231,-114.0893006,GAP,50.997219,-114.07356,Clothing Store
1798,Chinook Park,50.9831231,-114.0893006,Petro-Canada,50.985499,-114.072277,Gas Station
1799,Chinook Park,50.9831231,-114.0893006,Campers Village,50.98935599091521,-114.07084290023212,Sporting Goods Shop
1800,Chinook Park,50.9831231,-114.0893006,A&W,50.971985,-114.070898,Fast Food Restaurant
1801,Chinook Park,50.9831231,-114.0893006,Winners,50.9799845645587,-114.068735539913,Department Store
1802,Chinook Park,50.9831231,-114.0893006,Tim Hortons,50.97502515983453,-114.07354697587834,Coffee Shop
1803,Chinook Park,50.9831231,-114.0893006,Tu Tierra,50.973347,-114.06905,Mexican Restaurant
1804,Chinook Park,50.9831231,-114.0893006,Wendy’s,50.98989278057113,-114.07253623008728,Fast Food Restaurant
1805,Chinook Park,50.9831231,-114.0893006,Banana Republic,50.99779858703246,-114.07343477010727,Clothing Store
1806,Chinook Park,50.9831231,-114.0893006,Petro-Canada,50.969694,-114.070863,Gas Station
1807,Chinook Park,50.9831231,-114.0893006,London Drugs,50.978572605323,-114.06966728432154,Pharmacy
1808,Chinook Park,50.9831231,-114.0893006,Ginger Beef,50.969382,-114.072224,Chinese Restaurant
1809,Chinook Park,50.9831231,-114.0893006,Joey's Seafood Restaurants,50.970207820689225,-114.07035351414578,Seafood Restaurant
1810,Chinook Park,50.9831231,-114.0893006,Chop Steakhouse Bar,50.99507548871346,-114.07392487158496,Steakhouse
1811,Chinook Park,50.9831231,-114.0893006,Esso,50.992671827383134,-114.07225746089777,Gas Station
1812,Chinook Park,50.9831231,-114.0893006,7 Seas Seafood & Grill Restaurant,50.986288885629,-114.07241963370504,Filipino Restaurant
1813,Chinook Park,50.9831231,-114.0893006,Chinook Centre Food Court,50.998007195422915,-114.07325303823023,Food Court
1814,Chinook Park,50.9831231,-114.0893006,Wendy’s,50.973705525377056,-114.06918831984513,Fast Food Restaurant
1815,Chinook Park,50.9831231,-114.0893006,Schanks Sports Grill,50.969442963433096,-114.07347174771215,Sports Bar
1816,Chinook Park,50.9831231,-114.0893006,Heritage Park - Midnapore Station,50.98355903229179,-114.10601408676992,Museum
1817,Chinook Park,50.9831231,-114.0893006,SportChek,50.997594266055046,-114.07356767802328,Sporting Goods Shop
1818,Chinook Park,50.9831231,-114.0893006,Dove's Nest The,50.97394097460924,-114.09837876556846,Café
1819,Chinook Park,50.9831231,-114.0893006,Running Room,50.97385618284928,-114.09833224613512,Sporting Goods Shop
1820,Christie Park,51.0384338,-114.1765494,Sunterra Market,51.03762321425346,-114.16837125533549,Grocery Store
1821,Christie Park,51.0384338,-114.1765494,Misato Sushi and Grill,51.03694749960818,-114.16753221181085,Japanese Restaurant
1822,Christie Park,51.0384338,-114.1765494,Westside Recreation Centre,51.0355759430237,-114.18591468174216,Gym / Fitness Center
1823,Christie Park,51.0384338,-114.1765494,Viet Hai,51.03448581249168,-114.19175221591492,Vietnamese Restaurant
1824,Christie Park,51.0384338,-114.1765494,Signature Palace Restaurant,51.03605639258654,-114.16677924810146,Chinese Restaurant
1825,Christie Park,51.0384338,-114.1765494,DAVIDsTEA,51.03944,-114.20051,Tea Room
1826,Christie Park,51.0384338,-114.1765494,Shillelagh's Pub,51.03733677569412,-114.1676342818544,Pub
1827,Christie Park,51.0384338,-114.1765494,Haru Sushi Bar,51.03467508967631,-114.19143997247427,Sushi Restaurant
1828,Christie Park,51.0384338,-114.1765494,Starbucks Coffee Westmarket Square,51.03756,-114.168831,Coffee Shop
1829,Christie Park,51.0384338,-114.1765494,Pizza Hut,51.03584991670214,-114.16645368673427,Pizza Place
1830,Christie Park,51.0384338,-114.1765494,RBC Royal Bank,51.048843040926926,-114.18519589626516,Bank
1831,Christie Park,51.0384338,-114.1765494,Safeway Canada,51.03808566323137,-114.18558659655358,Supermarket
1832,Christie Park,51.0384338,-114.1765494,Petro-Canada,51.046866,-114.186797,Gas Station
1833,Christie Park,51.0384338,-114.1765494,7-Eleven,51.0348126,-114.1912998,Convenience Store
1834,Christie Park,51.0384338,-114.1765494,Waves Coffee House,51.03420969298483,-114.19166302507892,Café
1835,Christie Park,51.0384338,-114.1765494,Sobeys - Strathcona Square,51.0501,-114.183213,Grocery Store
1836,Christie Park,51.0384338,-114.1765494,Optimist Arena,51.03210728971596,-114.15985324166355,Hockey Arena
1837,Christie Park,51.0384338,-114.1765494,West Market Square,51.03774551825409,-114.16810537529399,Shopping Mall
1838,Christie Park,51.0384338,-114.1765494,Mac's Convenience Store,51.0359731,-114.1666419,Convenience Store
1839,Christie Park,51.0384338,-114.1765494,Strathcona community centre,51.047141758855986,-114.18018623994399,Building
1840,Christie Park,51.0384338,-114.1765494,Pure Hot Yoga,51.03492981784217,-114.1917058694626,Yoga Studio
1841,Christie Park,51.0384338,-114.1765494,Domino's Pizza,51.03451930183518,-114.19172749871008,Pizza Place
1842,Christie Park,51.0384338,-114.1765494,Battalion Park,51.02150286457277,-114.17391300201416,Park
1843,Christie Park,51.0384338,-114.1765494,Circle K,51.0487463,-114.1537428,Convenience Store
1844,Christie Park,51.0384338,-114.1765494,A Pizza Plus,51.049031,-114.15373,Pizza Place
1845,Citadel,51.145091,-114.1757304,Starbucks,51.138403,-114.159579,Coffee Shop
1846,Citadel,51.145091,-114.1757304,South St. Burger,51.1582240076773,-114.15836591281834,Burger Joint
1847,Citadel,51.145091,-114.1757304,Famoso Neapolitan Pizzeria,51.13785509669502,-114.15966426664015,Pizza Place
1848,Citadel,51.145091,-114.1757304,GoodLife Fitness Calgary Beacon Hill,51.15455,-114.158657,Gym
1849,Citadel,51.145091,-114.1757304,Beacon Hill Shopping Centre,51.15662923610769,-114.15953844771214,Shopping Mall
1850,Citadel,51.145091,-114.1757304,Costco,51.1548907676288,-114.15575037309844,Warehouse Store
1851,Citadel,51.145091,-114.1757304,Popeyes Louisiana Kitchen,51.156127,-114.157508,Fried Chicken Joint
1852,Citadel,51.145091,-114.1757304,Michaels,51.157707,-114.161814,Arts & Crafts Store
1853,Citadel,51.145091,-114.1757304,Booster Juice,51.15701874,-114.1595313,Smoothie Shop
1854,Citadel,51.145091,-114.1757304,PetSmart,51.1571674,-114.1566551,Pet Store
1855,Citadel,51.145091,-114.1757304,Best Buy,51.157519552047084,-114.15765674808792,Electronics Store
1856,Citadel,51.145091,-114.1757304,A&W,51.15607,-114.15738999999999,Fast Food Restaurant
1857,Citadel,51.145091,-114.1757304,Shoppers Drug Mart,51.159345,-114.16212,Pharmacy
1858,Citadel,51.145091,-114.1757304,7-Eleven,51.14342115105784,-114.19491415377195,Convenience Store
1859,Citadel,51.145091,-114.1757304,TD Canada Trust,51.1556601,-114.1594257,Bank
1860,Citadel,51.145091,-114.1757304,RBC Royal Bank,51.15554242825581,-114.1582010912938,Bank
1861,Citadel,51.145091,-114.1757304,Costco Canada Liquor,51.155269579275355,-114.15573652372662,Liquor Store
1862,Citadel,51.145091,-114.1757304,Tim Hortons,51.1419898914604,-114.18252356350422,Coffee Shop
1863,Citadel,51.145091,-114.1757304,Pizza Hut,51.13834906484936,-114.15830484242369,Pizza Place
1864,Citadel,51.145091,-114.1757304,SportChek,51.156523611533814,-114.16163921356201,Sporting Goods Shop
1865,Citadel,51.145091,-114.1757304,Subway,51.15642141823721,-114.1581406503318,Sandwich Place
1866,Citadel,51.145091,-114.1757304,Dairy Queen,51.138445782962954,-114.15867939591408,Ice Cream Shop
1867,Citadel,51.145091,-114.1757304,Petro-Canada,51.14328415528057,-114.19495224952698,Gas Station
1868,Citadel,51.145091,-114.1757304,Starbucks,51.156792,-114.160474,Coffee Shop
1869,Citadel,51.145091,-114.1757304,Petro-Canada,51.130027,-114.17653,Gas Station
1870,Citadel,51.145091,-114.1757304,Real Canadian Superstore,51.136499,-114.161237,Grocery Store
1871,Citadel,51.145091,-114.1757304,Moustache Pete's,51.13841428447241,-114.15846546423441,Pub
1872,Citadel,51.145091,-114.1757304,Winners,51.15646788460298,-114.15637910971714,Department Store
1873,Citadel,51.145091,-114.1757304,Mucho Burrito Fresh Mexican Grill,51.156128,-114.158198,Mexican Restaurant
1874,Citadel,51.145091,-114.1757304,7-Eleven,51.129952087199676,-114.17655001579078,Convenience Store
1875,Citadel,51.145091,-114.1757304,Papa John's Pizza,51.137913003829304,-114.18539933416673,Pizza Place
1876,Citadel,51.145091,-114.1757304,Papa Shunde Chinese Restaurant,51.135411161807724,-114.17328834097165,Chinese Restaurant
1877,Citadel,51.145091,-114.1757304,The Real Canadian Liquor Store,51.137505069001556,-114.16037391366139,Liquor Store
1878,Citadel,51.145091,-114.1757304,X Factor Indoor Golf,51.14870771914159,-114.19469393787936,Golf Course
1879,Citadel,51.145091,-114.1757304,Montana's,51.15619588549629,-114.15922298522412,Restaurant
1880,Citadel,51.145091,-114.1757304,Mark's,51.15610564879149,-114.1612593153213,Clothing Store
1881,Citadel,51.145091,-114.1757304,Black's Photography,51.15657081093655,-114.16057453372568,Camera Store
1882,Citadel,51.145091,-114.1757304,EB Games Beacon Hill,51.157464607641025,-114.16149840647088,Video Game Store
1883,Citadel,51.145091,-114.1757304,Quiznos,51.15697245924323,-114.159794,Sandwich Place
1884,Citadel,51.145091,-114.1757304,Cork Fine Wine,51.156836923767024,-114.15947529376608,Wine Shop
1885,Citadel,51.145091,-114.1757304,Panago,51.1563449460235,-114.15846209947101,Pizza Place
1886,Citadel,51.145091,-114.1757304,California Thai,51.15627138516891,-114.15829767292394,Thai Restaurant
1887,Citadel,51.145091,-114.1757304,Chopped Leaf,51.157171768936095,-114.15971050013115,Salad Place
1888,Citadel,51.145091,-114.1757304,Miniso,51.158227,-114.158622,Discount Store
1889,Citadel,51.145091,-114.1757304,Aldo Outlet,51.158410159326955,-114.15822850270071,Shoe Store
1890,Citadel,51.145091,-114.1757304,MB Autoworks,51.15302865079567,-114.20022010803224,Auto Workshop
1891,Cliff Bungalow,51.0344365,-114.0738326,Yann Haute Patisserie,51.03224624768667,-114.07067060845887,Bakery
1892,Cliff Bungalow,51.0344365,-114.0738326,Una Pizza + Wine,51.037921629187096,-114.07549589547197,Pizza Place
1893,Cliff Bungalow,51.0344365,-114.0738326,Mercato Italian Restaurant,51.03249987915204,-114.07148339563462,Italian Restaurant
1894,Cliff Bungalow,51.0344365,-114.0738326,Famoso Neapolitan Pizzeria,51.032322969365865,-114.07175037690116,Pizza Place
1895,Cliff Bungalow,51.0344365,-114.0738326,Ox And Angela,51.0379334087423,-114.07310574953232,Latin American Restaurant
1896,Cliff Bungalow,51.0344365,-114.0738326,One Cycle Spin Studio,51.0336210120375,-114.07156802876804,Gym / Fitness Center
1897,Cliff Bungalow,51.0344365,-114.0738326,Ship & Anchor Pub,51.03790425430898,-114.07361488467656,Pub
1898,Cliff Bungalow,51.0344365,-114.0738326,Elbow River Pathway,51.02997698616313,-114.07132402902216,Trail
1899,Cliff Bungalow,51.0344365,-114.0738326,Lorenzo's Pizzeria,51.037729806331086,-114.0723995285873,Pizza Place
1900,Cliff Bungalow,51.0344365,-114.0738326,Pigeonhole,51.0378861698264,-114.06888391158817,Restaurant
1901,Cliff Bungalow,51.0344365,-114.0738326,Anejo,51.0377161197073,-114.078656888537,Restaurant
1902,Cliff Bungalow,51.0344365,-114.0738326,Earl's Tin Palace,51.03145474244116,-114.0717054187612,American Restaurant
1903,Cliff Bungalow,51.0344365,-114.0738326,Vin Room,51.03185551438538,-114.07143145244997,Wine Bar
1904,Cliff Bungalow,51.0344365,-114.0738326,Blanco Cantina,51.03771611970733,-114.078656888537,Restaurant
1905,Cliff Bungalow,51.0344365,-114.0738326,Royale,51.03818,-114.078556,French Restaurant
1906,Cliff Bungalow,51.0344365,-114.0738326,Model Milk,51.03805509075674,-114.06912685498129,Southern / Soul Food Restaurant
1907,Cliff Bungalow,51.0344365,-114.0738326,Purple Perk,51.03279921934084,-114.07151860192121,Coffee Shop
1908,Cliff Bungalow,51.0344365,-114.0738326,JINYA Ramen Bar,51.03699794339968,-114.07077575912972,Ramen Restaurant
1909,Cliff Bungalow,51.0344365,-114.0738326,Milk Tiger Lounge,51.03935690525482,-114.07140259964393,Lounge
1910,Cliff Bungalow,51.0344365,-114.0738326,Trolley 5 Restaurant & Brewery,51.037875801320666,-114.07847305478789,Brewery
1911,Cliff Bungalow,51.0344365,-114.0738326,Ricardo's,51.038222306737445,-114.07436908430073,Lounge
1912,Cliff Bungalow,51.0344365,-114.0738326,Clive Burger,51.037958586602024,-114.07894148919266,Burger Joint
1913,Cliff Bungalow,51.0344365,-114.0738326,The Coup,51.03782732788807,-114.08319210868017,Vegetarian / Vegan Restaurant
1914,Cliff Bungalow,51.0344365,-114.0738326,Native Tongues,51.0413854,-114.0675588,Mexican Restaurant
1915,Cliff Bungalow,51.0344365,-114.0738326,Reid's,51.03827642860439,-114.0775663436521,Gift Shop
1916,Cliff Bungalow,51.0344365,-114.0738326,Ten Foot Henry,51.041052116282586,-114.06592831333805,Restaurant
1917,Cliff Bungalow,51.0344365,-114.0738326,Proof,51.04034760419392,-114.06586590665829,Cocktail Bar
1918,Cliff Bungalow,51.0344365,-114.0738326,Shelf Life Books,51.04073708048999,-114.07152629743902,Bookstore
1919,Cliff Bungalow,51.0344365,-114.0738326,Central Memorial Park,51.04128106205603,-114.0704790180851,Park
1920,Cliff Bungalow,51.0344365,-114.0738326,Made By Marcus,51.03780820812762,-114.08528690894876,Ice Cream Shop
1921,Cliff Bungalow,51.0344365,-114.0738326,The Glencoe Club,51.028676173377974,-114.08062574473178,Athletics & Sports
1922,Cliff Bungalow,51.0344365,-114.0738326,Yoga Passage,51.04279854859828,-114.07312289866591,Yoga Studio
1923,Cliff Bungalow,51.0344365,-114.0738326,Last Best Brewing And Distilling,51.042564,-114.074624,Brewery
1924,Cliff Bungalow,51.0344365,-114.0738326,Rodney's Oyster House,51.04341193480688,-114.07121126940686,Seafood Restaurant
1925,Cliff Bungalow,51.0344365,-114.0738326,National Beer Hall,51.03790509900583,-114.07414428444396,Bar
1926,Cliff Bungalow,51.0344365,-114.0738326,Vintage Chophouse and Tavern,51.04263667535806,-114.0682863470766,Steakhouse
1927,Cliff Bungalow,51.0344365,-114.0738326,Cafe Koi,51.042853896171195,-114.06556527982038,Vegetarian / Vegan Restaurant
1928,Cliff Bungalow,51.0344365,-114.0738326,Steeling Home,51.037906750854106,-114.0847828287693,Gift Shop
1929,Cliff Bungalow,51.0344365,-114.0738326,Memorial Park Library,51.04115510849146,-114.06899854376174,Library
1930,Cliff Bungalow,51.0344365,-114.0738326,Holy Grill,51.04362282345177,-114.0806920298375,Sandwich Place
1931,Cliff Bungalow,51.0344365,-114.0738326,Repsol Sport Centre,51.034494686445164,-114.06329654121748,Gym / Fitness Center
1932,Cliff Bungalow,51.0344365,-114.0738326,Craft Beer Market,51.04339481702641,-114.07050119133118,Pub
1933,Cliff Bungalow,51.0344365,-114.0738326,MEC Calgary,51.043992018731785,-114.08074000102108,Sporting Goods Shop
1934,Cliff Bungalow,51.0344365,-114.0738326,Thai Sa-On,51.04335238671718,-114.07102596843436,Thai Restaurant
1935,Cliff Bungalow,51.0344365,-114.0738326,Singapore Sam's,51.04263399821949,-114.07346633877287,Chinese Restaurant
1936,Cliff Bungalow,51.0344365,-114.0738326,Yellow Door Bistro,51.041458,-114.064363,Bistro
1937,Cliff Bungalow,51.0344365,-114.0738326,The Camera Store,51.04308032987257,-114.07945096492767,Camera Store
1938,Cliff Bungalow,51.0344365,-114.0738326,Cactus Club Cafe,51.04596611898667,-114.07016605249063,Restaurant
1939,Cliff Bungalow,51.0344365,-114.0738326,Myhre's Deli,51.039767354410046,-114.08919457979881,Deli / Bodega
1940,Cliff Bungalow,51.0344365,-114.0738326,Posto Pizzeria and Bar,51.04358605849173,-114.08121476274142,Pizza Place
1941,Cliff Bungalow,51.0344365,-114.0738326,Galaxie Diner,51.03972982879154,-114.08910353246397,Diner
1942,Cliff Bungalow,51.0344365,-114.0738326,Tubby Dog,51.037850962671726,-114.08578114398912,Hot Dog Joint
1943,Cliff Bungalow,51.0344365,-114.0738326,Grumans Catering and Delicatessen,51.04248389877748,-114.05931696908894,Deli / Bodega
1944,Cliff Bungalow,51.0344365,-114.0738326,Stampede Grandstand,51.03369729659298,-114.0549974315982,Racetrack
1945,Cliff Bungalow,51.0344365,-114.0738326,Waves Coffee House,51.03767467348794,-114.08555750029562,Coffee Shop
1946,Cliff Bungalow,51.0344365,-114.0738326,St. James Corner,51.04060576993823,-114.06588076860454,Pub
1947,Cliff Bungalow,51.0344365,-114.0738326,The Casbah,51.043009,-114.077691,Moroccan Restaurant
1948,Cliff Bungalow,51.0344365,-114.0738326,Vertigo Theatre,51.04456887883879,-114.06241724824255,Performing Arts Venue
1949,Cliff Bungalow,51.0344365,-114.0738326,Local 8th Avenue,51.04581980737644,-114.06858265399933,Lounge
1950,Cliff Bungalow,51.0344365,-114.0738326,Cibo Calgary,51.038013416932706,-114.08498884768005,Italian Restaurant
1951,Cliff Bungalow,51.0344365,-114.0738326,Bumpy's Cafe,51.04321192371844,-114.08118788735817,Coffee Shop
1952,Cliff Bungalow,51.0344365,-114.0738326,Cucina Market Bistro,51.04556591507517,-114.07248629524103,Italian Restaurant
1953,Cliff Bungalow,51.0344365,-114.0738326,Gaga Pizzeria,51.042193066939014,-114.09068497859971,Pizza Place
1954,Cliff Bungalow,51.0344365,-114.0738326,Blink,51.04542204130764,-114.06373283990995,Restaurant
1955,Cliff Bungalow,51.0344365,-114.0738326,"5 Vines Wine, Craft Beer & Spirits",51.04135977724714,-114.0593258457131,Liquor Store
1956,Cliff Bungalow,51.0344365,-114.0738326,Edges Salon & Spa,51.040267563260265,-114.08227565600215,Salon / Barbershop
1957,Cliff Bungalow,51.0344365,-114.0738326,Village Ice Cream,51.04273401165719,-114.05429465334474,Ice Cream Shop
1958,Cliff Bungalow,51.0344365,-114.0738326,Gyu-Kaku Japanese BBQ,51.04793375888661,-114.07610976489984,Japanese Restaurant
1959,Cliff Bungalow,51.0344365,-114.0738326,Ruth's Chris Steak House,51.0442241181576,-114.062804317791,Steakhouse
